Date/Time,OA_DB,Site Horizontal Infrared Radiation Rate per Area,Site Diffuse Solar Radiation Rate per Area,Site Direct Solar Radiation Rate per Area,Electric Equipment Electricity Rate,People Occupant Count,Site Outdoor Air Wetbulb Temperature,Site Outdoor Air Humidity Ratio
 03/27  17:00:00,18.3,378.25,104.0625,26.5625,0,0,13.48596191,0.007969794
 03/27  18:00:00,15.6,354.375,43.375,55.5625,0,0,11.85582786,0.007391495
 03/27  19:00:00,13.9,334.125,0,0,0,0,10.77941342,0.007027066
 03/27  20:00:00,12.8,324.875,0,0,0,0,10.39644308,0.007110087
 03/27  21:00:00,13.9,339.375,0,0,0,0,11.09536146,0.007343769
 03/27  22:00:00,13.3,354.75,0,0,0,0,10.8551915,0.007364408
 03/27  23:00:00,13.3,357,0,0,0,0,10.85412319,0.007372027
 03/27  24:00:00,12.8,357,0,0,0,0,11.5729156,0.008297094
 03/28  01:00:00,13.9,362.625,0,0,0,0,13.6118943,0.009975784
 03/28  02:00:00,14.4,367.25,0,0,0,0,13.41253316,0.009574394
 03/28  03:00:00,15,370.5,0,0,0,0,14.30026117,0.010296014
 03/28  04:00:00,7.2,343.25,0,0,0,0,6.891701169,0.006290208
 03/28  05:00:00,6.7,324.125,0,0,0,0,6.397682765,0.006063301
 03/28  06:00:00,6.1,320.5,3.625,2.875,0,0,5.804767261,0.005803247
 03/28  07:00:00,6.1,313.375,42.9375,32.8125,224,5.833338,5.804614438,0.005809243
 03/28  08:00:00,7.2,313.75,101.75,64.625,224,5.833338,6.659278868,0.006072826
 03/28  09:00:00,7.2,321.625,90.125,10.0625,224,2.041669,6.659278868,0.006072826
 03/28  10:00:00,8.3,328.75,150.75,5.375,0,1.7500035,7.737139938,0.006551027
 03/28  11:00:00,6.1,323.5,285.875,3.75,0,0,5.804614438,0.005809243
 03/28  12:00:00,6.1,319,292.5625,6,0,0,5.581272123,0.005626062
 03/28  13:00:00,5,314.625,320.1875,5.8125,224,3.5,4.503078481,0.005208894
 03/28  14:00:00,5.6,314.5,254.25,2.3125,0,3.5,5.090943406,0.005438493
 03/28  15:00:00,5.6,316.625,177.1875,5.3125,0,0,5.599998046,0.005857752
 03/28  16:00:00,6.7,320.75,172.4375,3.375,0,0,6.699996948,0.006331612
 03/28  17:00:00,7.2,324.875,68.5,0.25,0,0,7.199996948,0.006555063
 03/28  18:00:00,7.2,326,21.9375,0,0,0,7.199996948,0.006555063
 03/28  19:00:00,7.8,328.5,0,0,0,0,7.799997327,0.006825412
 03/28  20:00:00,7.2,327.5,0,0,0,0,7.199996096,0.006541489
 03/28  21:00:00,7.2,316,0,0,0,0,7.199996948,0.006534723
 03/28  22:00:00,7.8,322.5,0,0,0,0,7.799995855,0.006804246
 03/28  23:00:00,8.9,333.125,0,0,0,0,8.325560584,0.006811707
 03/28  24:00:00,10,338.75,0,0,0,0,9.403544332,0.007333659
 03/29  01:00:00,10.6,342.25,0,0,0,0,9.369985811,0.007056045
 03/29  02:00:00,10,341.125,0,0,0,0,8.796111311,0.0067617
 03/29  03:00:00,8.9,308.125,0,0,0,0,7.742342281,0.006267941
 03/29  04:00:00,7.8,285.25,0,0,0,0,6.68776619,0.005812707
 03/29  05:00:00,6.7,297.375,0,0,0,0,5.864985582,0.005571115
 03/29  06:00:00,5.6,302.875,7.75,0.5,0,0,5.093328923,0.005388371
 03/29  07:00:00,6.1,312.25,65.9375,3.5625,112,1.75,5.583934494,0.00556855
 03/29  08:00:00,7.2,322.125,129.9375,3.0625,0,5.25,6.114606299,0.005554245
 03/29  09:00:00,9.4,330.875,225.9375,3.5625,0,0,7.443147479,0.005776453
 03/29  10:00:00,10,336.875,264.8125,5.625,0,0,7.731252545,0.005773788
 03/29  11:00:00,11.7,343,327.75,4.875,0,0,8.512232106,0.005766342
 03/29  12:00:00,12.8,349.125,353.875,4.25,224,5.25,9.076296283,0.005824098
 03/29  13:00:00,13.3,352.875,356.125,4.5625,224,9.9166655,9.300030418,0.005823566
 03/29  14:00:00,13.3,352.125,306.8125,2.5625,0,6.1249965,8.320442247,0.004943088
 03/29  15:00:00,10.6,344.125,275,0.1875,0,0,8.098129457,0.005842334
 03/29  16:00:00,7.2,329.375,151.8125,0,0,0,5.879124103,0.005342445
 03/29  17:00:00,5.6,318,109.8125,0,0,0,4.582412171,0.00494413
 03/29  18:00:00,5,312.5,39.0625,0,0,0,3.789768437,0.004573868
 03/29  19:00:00,4.4,308.5,0,0,0,0,3.148375135,0.004331454
 03/29  20:00:00,3.9,306.375,0,0,0,0,3.156167178,0.004540521
 03/29  21:00:00,3.3,303.5,0,0,0,0,2.374645316,0.004199127
 03/29  22:00:00,2.2,298.875,0,0,0,0,1.508523666,0.004017839
 03/29  23:00:00,2.2,296.375,0,0,0,0,1.254226524,0.003832265
 03/29  24:00:00,1.7,294.75,0,0,0,0,1.024355101,0.003868032
 03/30  01:00:00,1.7,293.375,0,0,0,0,0.775464923,0.003693156
 03/30  02:00:00,1.7,293,0,0,0,0,0.775464923,0.003693156
 03/30  03:00:00,1.7,293,0,0,0,0,0.77600661,0.003689426
 03/30  04:00:00,1.1,291.125,0,0,0,0,0.200078221,0.003536513
 03/30  05:00:00,1.1,290,0,0,0,0,0.200078221,0.003536513
 03/30  06:00:00,1.1,290,10.4375,0,0,0,0.200609696,0.003532942
 03/30  07:00:00,1.1,290.625,62.875,0.1875,224,2.0416655,0.443022398,0.003696454
 03/30  08:00:00,2.2,294.125,148.75,0.75,0,6.1249965,1.255317488,0.003824523
 03/30  09:00:00,2.2,295.375,231.75,0.0625,0,0,0.870293207,0.003553014
 03/30  10:00:00,2.2,295,297,0.1875,0,0,0.870293207,0.003553014
 03/30  11:00:00,1.7,293.75,356.1875,0.9375,0,0,0.588316937,0.003558466
 03/30  12:00:00,1.7,293,399.0625,1,224,9.6250035,0.588316937,0.003558466
 03/30  13:00:00,1.7,293,377.5625,1,224,6.416669,0.588316937,0.003558466
 03/30  14:00:00,1.7,293,339.9375,1,0,3.2083345,0.775464923,0.003693156
 03/30  15:00:00,0.6,289.25,300.375,1,224,0.2916655,-0.325457392,0.003410537
 03/30  16:00:00,1.1,288.875,211.0625,1,44.8,1.5749965,0.016744447,0.003414461
 03/30  17:00:00,2.2,292.5,127.5625,0.8125,0,0.7,0.674435585,0.003424262
 03/30  18:00:00,3.3,297.125,44.5625,0.0625,0,0,1.285969975,0.003413606
 03/30  19:00:00,2.2,296.5,0,0,224,1.166662,0.867185602,0.003567423
 03/30  20:00:00,2.2,295,0,0,224,1.166662,0.865627362,0.003574671
 03/30  21:00:00,2.2,295,0,0,0,0.8749965,0.864844376,0.003578307
 03/30  22:00:00,2.2,295,0,0,0,0,0.865627362,0.003574671
 03/30  23:00:00,1.7,293.75,0,0,0,0,0.77221046,0.003715695
 03/30  24:00:00,1.7,293.625,0,0,0,0,1.207620202,0.004031879
 03/31  01:00:00,1.7,294,0,0,0,0,1.207048552,0.004040119
 03/31  02:00:00,1.7,294,0,0,0,0,1.206475217,0.004048392
 03/31  03:00:00,1.7,294,0,0,0,0,1.205899979,0.0040567
 03/31  04:00:00,1.7,294,0,0,0,0,1.205033418,0.004069225
 03/31  05:00:00,2.2,295.875,0,0,0,0,1.75750848,0.004268883
 03/31  06:00:00,2.8,299.5,7.4375,0,0,0,2.540866348,0.004615564
 03/31  07:00:00,2.8,301,42.0625,0.1875,224,2.625,2.540721005,0.004620342
 03/31  08:00:00,3.9,304.125,97.6875,0.9375,224,3.5,3.423356255,0.004844565
 03/31  09:00:00,4.4,308.5,169.9375,1.1875,0,0.875,4.122767565,0.005187725
 03/31  10:00:00,6.1,315.625,293.375,1.75,0,0,5.803706291,0.005845477
 03/31  11:00:00,6.7,320.875,348.625,0.875,224,0.8749965,6.167676622,0.005902558
 03/31  12:00:00,7.8,323.875,341.25,0.25,224,2.9166655,5.688012841,0.005062607
 03/31  13:00:00,6.1,319.375,229.1875,0.75,224,4.3749965,4.278798594,0.004623423
 03/31  14:00:00,5,312.25,219.5,0.25,0,1.1666655,3.480317315,0.004451308
 03/31  15:00:00,4.4,307.5,249.3125,0.9375,0,0,2.481168828,0.00394105
 03/31  16:00:00,2.8,301.625,126.3125,0.8125,0,0,1.616162451,0.003950443
 03/31  17:00:00,0,291.5,69.5625,0.0625,0,0,-2.39178E-06,0.003935499
 03/31  18:00:00,1.1,288.875,26.8125,0,0,0,0.187617901,0.003620683
 03/31  19:00:00,0.6,288.125,0,0,0,0,-0.3366011,0.003488083
 03/31  20:00:00,0,285.125,0,0,0,0,-0.880800561,0.003335103
 03/31  21:00:00,0,284,0,0,0,0,-1.060234883,0.003216785
 03/31  22:00:00,-0.1,283.375,0,0,0,0,-0.975588909,0.003300783
 03/31  23:00:00,-0.4,282.375,0,0,0,0,-1.438622495,0.003105471
 03/31  24:00:00,-0.6,280.75,0,0,0,0,-2.037430209,0.002789533
 04/01  01:00:00,-0.9,256.25,0,0,0,0,-2.825224112,0.002356718
 04/01  02:00:00,-1.1,241.375,0,0,0,0,-2.660502113,0.002529359
 04/01  03:00:00,-1.4,239.75,0,0,0,0,-2.937470653,0.002469324
 04/01  04:00:00,-1.7,238.375,0,0,0,0,-2.992104735,0.002539905
 04/01  05:00:00,-2.2,236.75,0,0,0,0,-3.512239542,0.002403412
 04/01  06:00:00,-2.8,234.75,15.9375,44.25,0,0,-3.658178298,0.002527167
 04/01  07:00:00,-1.1,238.375,87.5625,268.5,0,0,-2.431856564,0.002667782
 04/01  08:00:00,1.1,245.375,133.1875,493.625,0,0,-1.394070413,0.002539025
 04/01  09:00:00,2.2,256.75,194.125,556.0625,0,0,-1.022129605,0.002384
 04/01  10:00:00,3.9,275.75,289.3125,341.75,0,0,0.383927269,0.00254015
 04/01  11:00:00,3.9,277.125,289.5,58.4375,0,0,0.159190482,0.002389571
 04/01  12:00:00,4.4,278.625,242.625,11.625,0,0,0.879476101,0.00268688
 04/01  13:00:00,4.4,287.625,170.75,0.75,0,0,0.499469368,0.002422434
 04/01  14:00:00,2.8,294.75,152.75,0,0,0,1.163857213,0.003537957
 04/01  15:00:00,0.6,292,123.4375,0,0,0,0.36680759,0.003874225
 04/01  16:00:00,0.6,289.625,83.75,0,0,0,0.59999588,0.004040807
 04/01  17:00:00,0.6,289.375,68.5,0,0,0,0.36680759,0.003874225
 04/01  18:00:00,0.6,289,33.1875,0,0,0,0.366668751,0.003878167
 04/01  19:00:00,0.6,289,0,0,0,0,0.366531591,0.003882116
 04/01  20:00:00,1.1,290.25,0,0,0,0,0.620856608,0.003856849
 04/01  21:00:00,1.1,291.625,0,0,0,0,0.861227413,0.004025624
 04/01  22:00:00,1.7,293.25,0,0,0,0,0.958845601,0.003855493
 04/01  23:00:00,1.7,294,0,0,0,0,0.958411213,0.003859428
 04/01  24:00:00,2.2,295.25,0,0,0,0,1.24928366,0.003867499
 04/02  01:00:00,2.2,296,0,0,0,0,1.248178409,0.003875416
 04/02  02:00:00,2.2,296,0,0,0,0,1.248178409,0.003875416
 04/02  03:00:00,2.2,287.875,0,0,0,0,1.822153711,0.004292981
 04/02  04:00:00,2.2,292.375,0,0,0,0,1.885413323,0.00433897
 04/02  05:00:00,2.8,299.875,0,0,0,0,2.542175491,0.004572994
 04/02  06:00:00,3.3,302.875,9.5625,0,0,0,3.102607384,0.004793826
 04/02  07:00:00,3.3,304,47.8125,0,0,0,3.102498866,0.004798751
 04/02  08:00:00,3.3,304,88.6875,31.125,0,0,3.102498866,0.004798751
 04/02  09:00:00,4.4,307.125,241.3125,127.875,0,0,3.916193232,0.004967569
 04/02  10:00:00,5.6,312.75,273,29.5,0,0,4.799374497,0.005165267
 04/02  11:00:00,6.1,316.25,293.6875,24.75,0,0,5.056753435,0.005172363
 04/02  12:00:00,6.1,317,217.5,10.875,0,0,4.753107615,0.004924827
 04/02  13:00:00,6.1,317,294.375,19.5,0,0,4.75381284,0.004919782
 04/02  14:00:00,6.7,318.25,223.625,6,0,0,4.849250318,0.004751141
 04/02  15:00:00,6.1,317.125,161.3125,0.375,0,0,4.293377992,0.0045525
 04/02  16:00:00,5,312.25,99.875,0,0,0,3.493587278,0.004378567
 04/02  17:00:00,3.9,306.875,55.0625,0,0,0,2.670775092,0.004202324
 04/02  18:00:00,3.9,304.375,18,0,0,0,2.462329829,0.004043457
 04/02  19:00:00,2.8,300.25,0,0,0,0,1.36260852,0.003687799
 04/02  20:00:00,3.3,299.25,0,0,0,0,1.420664828,0.00352239
 04/02  21:00:00,2.8,298.125,0,0,0,0,1.163857213,0.003537957
 04/02  22:00:00,2.2,295.75,0,0,0,0,0.801636328,0.003525584
 04/02  23:00:00,2.2,294.375,0,0,0,0,0.542363257,0.003340424
 04/02  24:00:00,1.1,290.875,0,0,0,0,-0.371873513,0.003208434
 04/03  01:00:00,0,269,0,0,0,0,-0.989227334,0.003190366
 04/03  02:00:00,0,273.875,0,0,0,0,-1.226249662,0.003032797
 04/03  03:00:00,-0.6,267.75,0,0,0,0,-1.732633879,0.002922295
 04/03  04:00:00,-0.6,254.25,0,0,0,0,-1.559428091,0.003029356
 04/03  05:00:00,-1.1,264.5,0,0,0,0,-1.591474707,0.003184132
 04/03  06:00:00,-0.6,267,19.5,16.3125,0,0,-1.273258317,0.003206318
 04/03  07:00:00,0,277.75,96.9375,65.25,0,0,-0.518374326,0.003485496
 04/03  08:00:00,1.1,284.125,110.75,5.4375,224,2.3333345,0.383548577,0.003647317
 04/03  09:00:00,2.2,284.875,157.25,0,224,8.458338,0.354806333,0.003178538
 04/03  10:00:00,2.2,291,199.4375,1.125,0,1.45833345,0.550144892,0.003313558
 04/03  11:00:00,3.3,295.875,230.1875,5.625,224,2.625,0.599289465,0.002903095
 04/03  12:00:00,3.3,297,252.1875,7.125,0,0.875,0.599289465,0.002903095
 04/03  13:00:00,4.4,299.5,245.3125,88.875,224,10.5,1.047921543,0.002767499
 04/03  14:00:00,3.3,299.75,309.5625,406.6875,0,8.166669,1.226400364,0.003337543
 04/03  15:00:00,3.9,300.25,241.5,457.5625,0,0,1.345856355,0.003175065
 04/03  16:00:00,3.3,299.75,186.875,414.0625,0,0,1.227593667,0.003334194
 04/03  17:00:00,2.2,297.125,117.5,331.875,0,0,1.259118854,0.003797668
 04/03  18:00:00,2.2,295.375,47.6875,164.25,0,0,0.811397444,0.003483167
 04/03  19:00:00,1.7,293.125,0,0,0,0,0.08973312,0.003186993
 04/03  20:00:00,1.1,290.125,0,0,0,0,-0.363149121,0.003173102
 04/03  21:00:00,1.1,284.625,0,0,0,0,-0.176580084,0.003297385
 04/03  22:00:00,0.6,285.125,0,0,0,0,-0.441416902,0.003299852
 04/03  23:00:00,0,284.5,0,0,0,0,-1.397844928,0.002887926
 04/03  24:00:00,0,283,0,0,0,0,-1.63827973,0.002737998
 04/04  01:00:00,-0.6,275.5,0,0,0,0,-2.541431511,0.002387236
 04/04  02:00:00,-0.6,276,0,0,0,0,-2.365068851,0.002496182
 04/04  03:00:00,-0.6,278.375,0,0,0,0,-2.541431511,0.002387236
 04/04  04:00:00,-1.1,276.75,0,0,0,0,-2.876434933,0.002357289
 04/04  05:00:00,-1.1,275.375,0,0,0,0,-3.22110894,0.002148575
 04/04  06:00:00,-1.1,275.625,18.5625,28.3125,0,0,-2.9898037,0.00228542
 04/04  07:00:00,-0.6,277.25,105,132.1875,224,5.833338,-2.539186483,0.002382472
 04/04  08:00:00,0,271.75,173.8125,155.3125,224,5.833338,-1.999077569,0.002503903
 04/04  09:00:00,0.6,267.375,245.5625,360.6875,224,2.041669,-2.693198824,0.001860583
 04/04  10:00:00,1.1,277.625,285.625,321.125,0,1.7500035,-1.962136471,0.002135063
 04/04  11:00:00,2.2,279,228.1875,33.625,0,0,-1.13900756,0.002266246
 04/04  12:00:00,2.2,286,190,0.75,0,0,-0.387110083,0.002757211
 04/04  13:00:00,1.7,290.75,182.5625,0,224,3.5,-0.4780465,0.002875482
 04/04  14:00:00,1.7,290.625,167.3125,0,0,3.5,-0.283803022,0.003007861
 04/04  15:00:00,1.1,289.75,127.5625,0,0,0,-0.362362177,0.003169929
 04/04  16:00:00,0.6,287.75,97.8125,0,0,0,-0.622353351,0.00317679
 04/04  17:00:00,0,285.75,77.9375,0,0,0,-0.748900466,0.003308139
 04/04  18:00:00,0,285.625,34.625,0,0,0,-0.516409422,0.003461084
 04/04  19:00:00,0,285.375,0,0,0,0,-0.748492558,0.003304833
 04/04  20:00:00,-0.6,283.75,0,0,0,0,-0.821740569,0.003471458
 04/04  21:00:00,-0.6,282.375,0,0,0,0,-1.101275483,0.003289696
 04/04  22:00:00,-1.7,265.125,0,0,0,0,-1.700002118,0.00329948
 04/04  23:00:00,-1.1,256.25,0,0,0,0,-1.370830487,0.003298235
 04/04  24:00:00,-3.9,249.5,0,0,0,0,-3.9,0.002742568
 04/05  01:00:00,-3.3,245.625,0,0,0,0,-3.300001047,0.002886006
 04/05  02:00:00,-3.9,236.625,0,0,0,0,-3.9,0.002745312
 04/05  03:00:00,-3.3,232.875,0,0,0,0,-3.300002337,0.002888894
 04/05  04:00:00,-3.3,247.75,0,0,0,0,-3.541878537,0.002743812
 04/05  05:00:00,-3.9,254.75,0,0,0,0,-4.087072643,0.002632401
 04/05  06:00:00,-3.9,247.125,17.4375,27,0,0,-4.087072643,0.002632401
 04/05  07:00:00,-2.2,245.5,101.8125,126.75,112,1.75,-2.870386012,0.002753438
 04/05  08:00:00,0,260.75,180.75,217.125,0,5.25,-1.817218471,0.002618196
 04/05  09:00:00,1.7,272.75,258.75,260.3125,0,0,-0.874030294,0.002619508
 04/05  10:00:00,3.3,288.75,324,219,0,0,0.396773784,0.002743518
 04/05  11:00:00,2.8,287,335.25,46.6875,0,0,0.302978399,0.00288094
 04/05  12:00:00,3.3,281.625,336.25,21.375,224,5.25,0.395065599,0.002746263
 04/05  13:00:00,4.4,293.875,322.375,23.625,224,9.9166655,0.903995256,0.002654628
 04/05  14:00:00,5,302.25,180.375,1.875,0,6.1249965,1.177459071,0.00260791
 04/05  15:00:00,4.4,301.125,138.8125,3.375,0,0,0.676041862,0.002500347
 04/05  16:00:00,5,301.875,180.3125,13.5,0,0,1.177459071,0.00260791
 04/05  17:00:00,2.8,297.375,104.625,31.125,0,0,0.095059839,0.002746415
 04/05  18:00:00,2.2,280.875,56.125,120,0,0,-0.391296863,0.002765495
 04/05  19:00:00,2.2,284.875,4.125,10,0,0,-0.391296863,0.002765495
 04/05  20:00:00,0.6,279.5,0,0,0,0,-1.052080533,0.00290333
 04/05  21:00:00,0,262,0,0,0,0,-1.63827973,0.002737998
 04/05  22:00:00,0,267.25,0,0,0,0,-1.819274053,0.002623434
 04/05  23:00:00,-1.1,271.5,0,0,0,0,-2.42340412,0.002638429
 04/05  24:00:00,-2.2,258.125,0,0,0,0,-3.080078259,0.002628936
 04/06  01:00:00,-2.2,248.5,0,0,0,0,-3.080078259,0.002628936
 04/06  02:00:00,-2.8,245.75,0,0,0,0,-3.44988115,0.002620327
 04/06  03:00:00,-2.2,240,0,0,0,0,-3.080078259,0.002628936
 04/06  04:00:00,-2.8,235.125,0,0,0,0,-3.652518056,0.002499368
 04/06  05:00:00,-3.3,232.75,0,0,0,0,-3.932279931,0.002509311
 04/06  06:00:00,-2.8,233.25,17.75,72.5625,0,0,-3.651495647,0.002494379
 04/06  07:00:00,-0.6,239,94.5625,324.1875,224,2.0416655,-2.363038677,0.0024912
 04/06  08:00:00,1.7,246.375,138.5625,517.6875,0,6.1249965,-1.407048492,0.00227244
 04/06  09:00:00,2.2,258.375,178.125,592.1875,0,0,-1.1371626,0.002263987
 04/06  10:00:00,2.8,264.625,188.8125,701.625,0,0,-1.156840874,0.002037724
 04/06  11:00:00,5,271.25,214.5,714.3125,0,0,0.715646937,0.0022739
 04/06  12:00:00,4.4,281.25,254.75,659.6875,224,9.6250035,0.531443237,0.002388593
 04/06  13:00:00,5.6,281.25,212.0625,736.5625,224,6.416669,1.522316091,0.002600569
 04/06  14:00:00,6.1,287.75,193.1875,721.8125,0,3.2083345,1.685334101,0.00251881
 04/06  15:00:00,6.1,284.875,173.9375,681.6875,224,0.2916655,1.682824028,0.002521331
 04/06  16:00:00,5.6,277.5,165.0625,526.75,44.8,1.5749965,1.356751884,0.002492028
 04/06  17:00:00,5.6,268.5,116.25,376.5625,0,0.7,1.192573618,0.002380703
 04/06  18:00:00,3.9,269,48.4375,241.5,0,0,0.030822006,0.002266871
 04/06  19:00:00,1.7,258.25,3.375,18.125,224,1.166662,-1.079567795,0.002500154
 04/06  20:00:00,0.6,255,0,0,224,1.166662,-1.302867116,0.002751809
 04/06  21:00:00,0.6,259.25,0,0,0,0.8749965,-1.303929419,0.002754576
 04/06  22:00:00,2.2,273.75,0,0,0,0,-1.015009849,0.002374409
 04/06  23:00:00,3.3,278.25,0,0,0,0,-0.421046357,0.002375989
 04/06  24:00:00,2.8,281,0,0,0,0,-0.819493729,0.002295292
 04/07  01:00:00,2.8,284,0,0,0,0,-0.821483481,0.002297608
 04/07  02:00:00,2.9,284,0,0,0,0,-0.81439818,0.002266636
 04/07  03:00:00,2.8,283.375,0,0,0,0,-1.038010476,0.00215645
 04/07  04:00:00,2.8,283,0,0,0,0,-1.040136402,0.002158627
 04/07  05:00:00,2.8,274.25,0,0,0,0,-0.67991892,0.002394164
 04/07  06:00:00,3.3,280.25,8.9375,0,0,0,-0.427104684,0.002383187
 04/07  07:00:00,2.8,291.375,45.25,0,224,2.625,0.08054635,0.002771392
 04/07  08:00:00,1.7,293.375,62.875,0,224,3.5,0.52484714,0.003518377
 04/07  09:00:00,1.7,293.625,96.375,0,0,0.875,0.961864838,0.003828175
 04/07  10:00:00,2.2,295.25,126.5,0,0,0,1.254226524,0.003832265
 04/07  11:00:00,2.8,298.5,139.5625,0,224,0.8749965,2.090326237,0.004194316
 04/07  12:00:00,3.9,303.75,156.0625,0,224,2.9166655,3.428553462,0.004746147
 04/07  13:00:00,5,297.875,157.8125,0,224,4.3749965,4.507016679,0.005129481
 04/07  14:00:00,5.6,307.375,161.9375,0,0,1.1666655,5.312338977,0.005529759
 04/07  15:00:00,6.1,317.875,139.1875,0,0,0,5.584987985,0.005545873
 04/07  16:00:00,6.1,319,128.3125,0,0,0,5.584728054,0.005551525
 04/07  17:00:00,6.7,320.25,70.375,0,0,0,5.867531385,0.00553705
 04/07  18:00:00,7.2,322.875,37.4375,0,0,0,6.11570114,0.005542913
 04/07  19:00:00,7.8,325.25,2.75,0,0,0,6.36763184,0.005500423
 04/07  20:00:00,8.3,327.875,0,0,0,0,6.923685818,0.005762604
 04/07  21:00:00,8.9,332.125,0,0,0,0,7.746228338,0.006223179
 04/07  22:00:00,8.9,334.625,0,0,0,0,8.328535374,0.006735202
 04/07  23:00:00,9.4,336.25,0,0,0,0,8.565722411,0.006741588
 04/07  24:00:00,9.4,337,0,0,0,0,8.56532954,0.006748478
 04/08  01:00:00,8.9,335.75,0,0,0,0,8.328266608,0.006742086
 04/08  02:00:00,8.9,335,0,0,0,0,8.327998425,0.006748984
 04/08  03:00:00,8.9,335,0,0,0,0,8.327998425,0.006748984
 04/08  04:00:00,8.9,335,0,0,0,0,8.327998425,0.006748984
 04/08  05:00:00,8.3,332.5,0,0,0,0,7.740115576,0.006477331
 04/08  06:00:00,8.3,331.625,10.875,0,0,0,8.299995422,0.006970336
 04/08  07:00:00,8.9,333.875,54.625,0,0,0,8.574455684,0.006969132
 04/08  08:00:00,9.4,336.875,75.25,0,0,0,9.151886686,0.007286957
 04/08  09:00:00,9.4,338.625,98.9375,0,0,0,9.399993896,0.007522756
 04/08  10:00:00,10,340.875,111.5625,0,0,0,9.661701753,0.00751875
 04/08  11:00:00,10.6,344.5,129.1875,0,0,0,10.5999962,0.008169207
 04/08  12:00:00,10.6,346,133.5625,0,0,0,10.5999977,0.00817761
 04/08  13:00:00,11.1,347.875,137.3125,0,0,0,10.83684248,0.008209407
 04/08  14:00:00,11.1,349,134.9375,0,0,0,11.09999663,0.008475493
 04/08  15:00:00,11.1,349,114.875,0,0,0,11.09999492,0.008484241
 04/08  16:00:00,10.6,347.125,101.0625,0,0,0,10.59999525,0.008202922
 04/08  17:00:00,10.6,346,57.875,0,0,0,10.59999525,0.008202922
 04/08  18:00:00,10.6,346,24.8125,0,0,0,10.59999438,0.008211394
 04/08  19:00:00,8.9,339.75,1.75,0,0,0,8.899993622,0.007307801
 04/08  20:00:00,7.8,331.625,0,0,0,0,7.486101895,0.006502345
 04/08  21:00:00,8.3,330.875,0,0,0,0,8.299994981,0.00700619
 04/08  22:00:00,8.3,332,0,0,0,0,8.299994195,0.006998989
 04/08  23:00:00,8.3,332,0,0,0,0,8.06094905,0.006779763
 04/08  24:00:00,7.8,330.125,0,0,0,0,7.486708749,0.006475692
 04/09  01:00:00,7.8,329,0,0,0,0,7.486858397,0.006469063
 04/09  02:00:00,7.8,329,0,0,0,0,7.487009325,0.006462447
 04/09  03:00:00,7.2,327.125,0,0,0,0,6.970766924,0.006259024
 04/09  04:00:00,7.2,326,0,0,0,0,6.970991449,0.006246266
 04/09  05:00:00,6.7,323.5,0,0,0,0,6.324677544,0.005901848
 04/09  06:00:00,6.7,321.375,22.5,22.5,0,0,5.869220502,0.005514571
 04/09  07:00:00,6.1,319.75,102,52.8125,0,0,5.586306264,0.005517785
 04/09  08:00:00,6.1,319,103.3125,4.3125,0,0,5.586567418,0.005512202
 04/09  09:00:00,5.6,317.125,116.0625,0,0,0,5.313371603,0.005490631
 04/09  10:00:00,5.6,316,117.25,0,0,0,5.313520565,0.005485086
 04/09  11:00:00,6.7,319.125,134.0625,0,0,0,5.87173991,0.005481192
 04/09  12:00:00,6.1,319.125,187.1875,38.25,0,0,5.290725429,0.005257155
 04/09  13:00:00,7.8,313,306.4375,275.0625,0,0,6.131699009,0.005238769
 04/09  14:00:00,8.3,310.625,257.25,639,0,0,5.92891109,0.004863445
 04/09  15:00:00,8.9,302.875,178.5625,690.75,0,0,6.037303307,0.004707345
 04/09  16:00:00,10,302.375,183.125,492.0625,0,0,6.741145892,0.004839629
 04/09  17:00:00,8.3,298.125,136.375,292,0,0,5.244088458,0.004307324
 04/09  18:00:00,7.8,284.625,59.5625,194.1875,0,0,4.802672253,0.004162266
 04/09  19:00:00,6.1,274.625,4.1875,14.6875,0,0,3.848829876,0.004110841
 04/09  20:00:00,3.3,265.125,0,0,0,0,2.113006561,0.00395843
 04/09  21:00:00,2.8,259.75,0,0,0,0,1.834672376,0.003960439
 04/09  22:00:00,2.8,259,0,0,0,0,1.835215716,0.003956474
 04/09  23:00:00,2.8,259,0,0,0,0,1.835215716,0.003956474
 04/09  24:00:00,2.2,257.75,0,0,0,0,1.639109313,0.004059344
 04/10  01:00:00,1.7,255.75,0,0,0,0,1.151331434,0.003915901
 04/10  02:00:00,2.2,255.625,0,0,0,0,1.069225693,0.003655511
 04/10  03:00:00,1.7,255.375,0,0,0,0,0.966985058,0.003782233
 04/10  04:00:00,1.7,255,0,0,0,0,1.212993278,0.003955246
 04/10  05:00:00,1.7,255,0,0,0,0,1.212993278,0.003955246
 04/10  06:00:00,2.2,256.25,19.875,114,0,0,1.702158639,0.00410014
 04/10  07:00:00,5,265.125,98.8125,357.9375,0,0,4.013965021,0.004673982
 04/10  08:00:00,7.8,277.5,140.6875,536.9375,224,2.3333345,5.891840777,0.005007956
 04/10  09:00:00,10,287.625,167.4375,652.8125,224,8.458338,7.024317351,0.005051637
 04/10  10:00:00,11.7,295.375,182.6875,739.9375,0,1.45833345,8.0448926,0.005229665
 04/10  11:00:00,13.3,313.625,193.6875,780.3125,224,2.625,8.797408079,0.005237862
 04/10  12:00:00,14.4,314.25,211.9375,754.5625,0,0.875,9.040496029,0.005020503
