Date/Time,OA_DB,Site Horizontal Infrared Radiation Rate per Area,Site Diffuse Solar Radiation Rate per Area,Site Direct Solar Radiation Rate per Area,Electric Equipment Electricity Rate,People Occupant Count,Site Outdoor Air Wetbulb Temperature,Site Outdoor Air Humidity Ratio
 10/26  23:00:00,6.1,275.375,0,0,0,0,4.066918635,0.004344881
 10/26  24:00:00,7.8,306.125,0,0,0,0,5.039219999,0.004415052
 10/27  01:00:00,7.8,323,0,0,0,0,5.039219999,0.004415052
 10/27  02:00:00,7.2,298,0,0,0,0,4.666646294,0.004370159
 10/27  03:00:00,6.7,278,0,0,0,0,4.457123756,0.004409259
 10/27  04:00:00,6.1,273.75,0,0,0,0,4.066918635,0.004344881
 10/27  05:00:00,5.6,271.125,0,0,0,0,3.607448281,0.004195983
 10/27  06:00:00,5.6,270,0,0,0,0,3.607448281,0.004195983
 10/27  07:00:00,4.4,267.5,15.375,215.8125,224,2.625,2.934375553,0.004176162
 10/27  08:00:00,6.7,272.25,35.5,619.75,224,3.5,4.697517246,0.00459227
 10/27  09:00:00,9.4,282.875,49.1875,782.1875,0,0.875,6.194943022,0.004699034
 10/27  10:00:00,11.1,292,59.625,855.8125,0,0,7.495788749,0.005100864
 10/27  11:00:00,14.4,304.375,66.5,887.5625,224,0.8749965,9.239547913,0.005296298
 10/27  12:00:00,15.6,313.125,70.3125,891.8125,224,2.9166655,9.867411753,0.005391526
 10/27  13:00:00,16.1,316.875,67.4375,884,224,4.3749965,10.27441596,0.005568345
 10/27  14:00:00,16.7,319.25,58.6875,854.25,0,1.1666655,10.50496446,0.005549677
 10/27  15:00:00,17.2,321.875,48,776.875,0,0,10.77620164,0.005604457
 10/27  16:00:00,16.1,319.875,33.6875,592.4375,0,0,10.27183603,0.005574026
 10/27  17:00:00,13.9,311.125,14.125,211.5625,0,0,8.822769827,0.005131189
 10/27  18:00:00,11.7,301.375,0,0,0,0,8.117359059,0.005402793
 10/27  19:00:00,11.1,296.75,0,0,0,0,7.788722161,0.005353886
 10/27  20:00:00,8.9,289.75,0,0,0,0,6.462882572,0.005118365
 10/27  21:00:00,7.8,282.875,0,0,0,0,5.712778131,0.004944414
 10/27  22:00:00,7.2,278.5,0,0,0,0,4.670640753,0.004356863
 10/27  23:00:00,5,271.375,0,0,0,0,3.058979932,0.004011099
 10/27  24:00:00,4.4,266.125,0,0,0,0,2.723451856,0.004000298
 10/28  01:00:00,3.9,263.75,0,0,0,0,2.258403841,0.003861419
 10/28  02:00:00,3.3,261.125,0,0,0,0,1.700929561,0.003696711
 10/28  03:00:00,2.8,258.75,0,0,0,0,1.434752053,0.003708953
 10/28  04:00:00,2.8,258,0,0,0,0,1.435536022,0.003705211
 10/28  05:00:00,3.9,264.25,0,0,0,0,2.261167559,0.003849739
 10/28  06:00:00,3.3,266.75,0,0,0,0,1.907251431,0.003831922
 10/28  07:00:00,4.4,271,23.0625,90.75,0,0,2.727164915,0.003984179
 10/28  08:00:00,5.6,282.125,58.5,289.5625,0,0,3.843378831,0.004330032
 10/28  09:00:00,8.3,290.125,70.875,626.3125,0,0,5.671879429,0.004661096
 10/28  10:00:00,10.6,295.75,89.375,642.25,0,0,7.078646596,0.004878033
 10/28  11:00:00,12.8,303,83,783.125,0,0,7.721869593,0.004529243
 10/28  12:00:00,13.3,311.625,146.0625,631.4375,0,0,7.574916559,0.004200056
 10/28  13:00:00,13.3,313.125,124.8125,641.25,0,0,6.661091947,0.003432195
 10/28  14:00:00,12.8,309.5,101.4375,666.75,0,0,6.730452219,0.003692403
 10/28  15:00:00,11.7,303,61.9375,673.3125,0,0,6.608414114,0.004037812
 10/28  16:00:00,10.6,298.75,38.8125,510.8125,0,0,6.886764841,0.004716885
 10/28  17:00:00,8.9,290.5,13.875,193.6875,0,0,6.213089355,0.004851104
 10/28  18:00:00,8.3,284.125,0,0,0,0,5.930104694,0.004858558
 10/28  19:00:00,7.8,281.75,0,0,0,0,5.474832554,0.004694797
 10/28  20:00:00,7.8,280.375,0,0,0,0,5.224389435,0.004494992
 10/28  21:00:00,7.8,280,0,0,0,0,5.225711399,0.004490483
 10/28  22:00:00,7.2,278.125,0,0,0,0,4.685179023,0.004308798
 10/28  23:00:00,4.4,270.125,0,0,0,0,2.944833579,0.00412173
 10/28  24:00:00,5,267.875,0,0,0,0,3.50823465,0.004299524
 10/29  01:00:00,5.6,280.875,0,0,0,0,4.071371361,0.004484125
 10/29  02:00:00,7.2,303,0,0,0,0,5.171812692,0.004691854
 10/29  03:00:00,7.8,319.5,0,0,0,0,5.47720418,0.004685384
 10/29  04:00:00,6.1,299.625,0,0,0,0,4.312447268,0.004461253
 10/29  05:00:00,6.7,279.375,0,0,0,0,4.712144896,0.004527832
 10/29  06:00:00,7.2,284.125,0,0,0,0,4.686491152,0.004304481
 10/29  07:00:00,6.7,294.625,20.0625,20.4375,0,0,4.713181074,0.004523298
 10/29  08:00:00,8.3,306.125,65,61.1875,0,0,5.934870161,0.004839109
 10/29  09:00:00,8.9,322.25,99.3125,21.25,0,0,6.043046204,0.004688487
 10/29  10:00:00,11.1,328.375,174.8125,149.6875,0,0,6.432532132,0.004112201
 10/29  11:00:00,12.2,318,187.125,502.625,0,0,6.050862731,0.00336038
 10/29  12:00:00,13.3,317,188,492.125,0,0,7.016104887,0.003708752
 10/29  13:00:00,13.9,316.875,144.1875,716.125,0,0,7.243114156,0.003662119
 10/29  14:00:00,14.4,312.5,105.125,662.3125,0,0,7.6225271,0.003787308
 10/29  15:00:00,14.4,307.875,80,595.5,0,0,8.098667221,0.004203731
 10/29  16:00:00,13.9,304.125,53.9375,384.3125,0,0,7.472477595,0.003869055
 10/29  17:00:00,11.1,295.5,18.6875,79.9375,0,0,5.914382088,0.003713389
 10/29  18:00:00,9.4,286.625,0,0,0,0,5.011722282,0.003682467
 10/29  19:00:00,8.3,280.875,0,0,0,0,4.452670864,0.003692046
 10/29  20:00:00,7.8,277.75,0,0,0,0,4.201156982,0.003700755
 10/29  21:00:00,8.3,278.25,0,0,0,0,4.452670864,0.003692046
 10/29  22:00:00,9.4,282.125,0,0,0,0,5.011722282,0.003682467
 10/29  23:00:00,8.3,280.875,0,0,0,0,4.452670864,0.003692046
 10/29  24:00:00,7.2,276.5,0,0,0,0,3.854303917,0.003678783
 10/30  01:00:00,7.2,275,0,0,0,0,3.686162397,0.003551204
 10/30  02:00:00,7.2,275,0,0,0,0,3.686162397,0.003551204
 10/30  03:00:00,7.2,275,0,0,0,0,3.686162397,0.003551204
 10/30  04:00:00,6.7,273.125,0,0,0,0,3.256500537,0.003430708
 10/30  05:00:00,6.7,272.625,0,0,0,0,3.421024183,0.003553933
 10/30  06:00:00,5.6,269.875,0,0,0,0,2.854900493,0.003577902
 10/30  07:00:00,5,266.75,18.1875,132.1875,0,0,2.473067107,0.003540347
 10/30  08:00:00,8.9,276,47.9375,481.9375,224,2.3333345,4.964045259,0.003842313
 10/30  09:00:00,11.7,290.75,67.75,677.0625,224,8.458338,7.023559039,0.004383877
 10/30  10:00:00,13.9,302.25,82.875,770.0625,0,1.45833345,8.625385122,0.004868887
 10/30  11:00:00,16.1,312.875,91.9375,814.0625,224,2.625,10.05742154,0.005269915
 10/30  12:00:00,17.8,322.625,94.25,823.8125,0,0.875,11.28889215,0.005752484
 10/30  13:00:00,19.4,330.375,90.6875,810.8125,224,10.5,11.85341611,0.005651263
 10/30  14:00:00,20,334.875,81.6875,763.8125,0,8.166669,12.16579544,0.005725512
 10/30  15:00:00,20.6,336.625,66.1875,664.5,0,0,12.01384995,0.005329018
 10/30  16:00:00,19.4,333.25,45.1875,452.4375,0,0,11.11961826,0.004944224
 10/30  17:00:00,15.6,320.375,16.8125,113.3125,0,0,9.406875957,0.004883968
 10/30  18:00:00,13.9,309,0,0,0,0,8.622935665,0.004873789
 10/30  19:00:00,11.7,301,0,0,0,0,7.835883901,0.005082271
 10/30  20:00:00,11.1,296.125,0,0,0,0,7.513119889,0.005049493
 10/30  21:00:00,11.1,295.625,0,0,0,0,7.804504241,0.005299945
 10/30  22:00:00,10.6,294.75,0,0,0,0,7.833321999,0.005529023
 10/30  23:00:00,7.2,284.625,0,0,0,0,5.64974958,0.005085592
 10/30  24:00:00,8.3,282.125,0,0,0,0,6.434275357,0.005277928
 10/31  01:00:00,7.2,280.875,0,0,0,0,5.64974958,0.005085592
 10/31  02:00:00,7.2,279.625,0,0,0,0,5.887121488,0.00527792
 10/31  03:00:00,4.4,271.875,0,0,0,0,3.435816393,0.004498608
 10/31  04:00:00,3.9,265.75,0,0,0,0,3.160227615,0.004494879
 10/31  05:00:00,7.2,273.75,0,0,0,0,5.650537901,0.00508048
 10/31  06:00:00,7.8,289,0,0,0,0,6.214749902,0.005294979
 10/31  07:00:00,9.4,305,21.9375,54,224,5.833338,7.976660881,0.006130697
 10/31  08:00:00,10.6,309.75,61.25,257.875,224,5.833338,8.574550832,0.006157797
 10/31  09:00:00,11.7,311.5,102,345.375,224,2.041669,8.828891311,0.005933962
 10/31  10:00:00,13.3,319.25,152.9375,220.125,0,1.7500035,9.75099353,0.006115654
 10/31  11:00:00,12.8,341.125,174.4375,27.4375,0,0,9.618385503,0.006190937
 10/31  12:00:00,12.2,344.5,232.1875,70.75,0,0,9.279419847,0.006134919
 10/31  13:00:00,12.8,333.75,180.625,357.6875,224,3.5,9.615521598,0.006203405
 10/31  14:00:00,12.2,320.625,137.8125,492.875,0,3.5,9.079401779,0.005961387
 10/31  15:00:00,12.2,315.625,121.375,328.9375,0,0,8.271432106,0.005243579
 10/31  16:00:00,10.6,309.75,75.9375,157.3125,0,0,7.365851661,0.005114765
 10/31  17:00:00,8.3,299.75,13.25,29,0,0,5.931298693,0.004853681
 10/31  18:00:00,6.7,289.75,0,0,0,0,5.180997761,0.004902761
 10/31  19:00:00,4.4,279.75,0,0,0,0,3.436341723,0.004494091
 10/31  20:00:00,2.8,266,0,0,0,0,2.094310114,0.004152219
 10/31  21:00:00,3.3,261.25,0,0,0,0,2.380318441,0.004152813
 10/31  22:00:00,5.1,267,0,0,0,0,4.108382443,0.004721114
 10/31  23:00:00,6.8,275.625,0,0,0,0,5.430149309,0.005066373
 10/31  24:00:00,8.6,284.625,0,0,0,0,7.712335674,0.006229103
 11/01  01:00:00,10.3,316.125,0,0,0,0,10.04440119,0.007730236
 11/01  02:00:00,12.1,345.5,0,0,0,0,11.4635541,0.008360199
 11/01  03:00:00,13.8,359.875,0,0,0,0,12.83646772,0.009052639
 11/01  04:00:00,15.6,370.875,0,0,0,0,14.58360655,0.010186373
 11/01  05:00:00,15.6,375,0,0,0,0,14.58360655,0.010186373
 11/01  06:00:00,15.6,375,0,0,0,0,14.58360655,0.010186373
 11/01  07:00:00,15.6,374.375,13.6875,0.1875,112,1.75,14.27134915,0.009841455
 11/01  08:00:00,15.6,374.625,50.6875,0.9375,0,5.25,14.58360655,0.010186373
 11/01  09:00:00,15,373.125,97.375,1,0,0,14.30459269,0.010126905
 11/01  10:00:00,15.6,373.875,127.25,0.8125,0,0,14.58360655,0.010186373
 11/01  11:00:00,15.6,375,147.5,0.0625,0,0,14.58360655,0.010186373
 11/01  12:00:00,15.6,375.625,154.875,0.1875,224,5.25,14.89216427,0.010542497
 11/01  13:00:00,15,373.5,147.625,0.9375,224,9.9166655,14.30431874,0.010137311
 11/01  14:00:00,15,372,132.6875,1,0,6.1249965,14.30431874,0.010137311
 11/01  15:00:00,15,372,95.125,0.8125,0,0,14.30431874,0.010137311
 11/01  16:00:00,14.4,370.125,48.5625,0.0625,0,0,14.01145584,0.010065616
 11/01  17:00:00,15,370.875,9,0,0,0,14.30431874,0.010137311
 11/01  18:00:00,15,372,0,0,0,0,14.30459269,0.010126905
 11/01  19:00:00,15,371.375,0,0,0,0,14.0012116,0.009795086
 11/01  20:00:00,15,371,0,0,0,0,14.0012116,0.009795086
 11/01  21:00:00,14.4,369.125,0,0,0,0,13.41882944,0.009417314
 11/01  22:00:00,14.4,368,0,0,0,0,13.7167677,0.009736138
 11/01  23:00:00,14.4,368,0,0,0,0,13.7167677,0.009736138
 11/01  24:00:00,15,370.5,0,0,0,0,14.30459269,0.010126905
 11/02  01:00:00,15,372,0,0,0,0,14.30486046,0.010116519
 11/02  02:00:00,14.4,369.5,0,0,0,0,13.71703902,0.00972616
 11/02  03:00:00,13.9,366.125,0,0,0,0,13.22692523,0.009420878
 11/02  04:00:00,13.9,365.625,0,0,0,0,13.51749324,0.00971956
 11/02  05:00:00,14.4,367.25,0,0,0,0,13.41921827,0.009407667
 11/02  06:00:00,13.9,366.125,0,0,0,0,13.22692523,0.009420878
 11/02  07:00:00,13.3,351.25,23.8125,20.4375,224,2.0416655,12.35117377,0.008758455
 11/02  08:00:00,15,343,78.125,155.3125,0,6.1249965,13.38450451,0.009132492
 11/02  09:00:00,16.7,341.125,84.8125,519.625,0,0,14.33846996,0.009459387
 11/02  10:00:00,18.3,352.5,135.75,471.1875,0,0,15.23731873,0.009789626
 11/02  11:00:00,19.4,358.125,152.875,572.8125,0,0,15.86937708,0.010059671
 11/02  12:00:00,20.6,361.375,146.0625,575.6875,224,9.6250035,16.69164557,0.010545061
 11/02  13:00:00,21.7,373.375,152.375,446,224,6.416669,17.40593943,0.010957162
 11/02  14:00:00,21.7,385.875,171.3125,126.25,0,3.2083345,17.40444966,0.010968436
 11/02  15:00:00,21.1,388.125,103.6875,47.25,224,0.2916655,17.14013838,0.010880337
 11/02  16:00:00,20,387.625,83,29.4375,44.8,1.5749965,16.53818582,0.010610593
 11/02  17:00:00,19.4,386.125,15.6875,4.75,0,0.7,16.24256989,0.01050886
 11/02  18:00:00,18.3,376.25,0,0,0,0,15.82992425,0.010482192
 11/02  19:00:00,18.3,376,0,0,224,1.166662,15.82992425,0.010482192
 11/02  20:00:00,17.8,377.125,0,0,224,1.166662,15.36379409,0.010152426
 11/02  21:00:00,17.2,374.125,0,0,0,0.8749965,15.14439424,0.010140429
 11/02  22:00:00,17.2,373,0,0,0,0,15.14439424,0.010140429
 11/02  23:00:00,16.7,370.5,0,0,0,0,14.33937858,0.009449697
 11/02  24:00:00,17.2,377.125,0,0,0,0,14.46227598,0.009377961
 11/03  01:00:00,17.2,382,0,0,0,0,14.46227598,0.009377961
 11/03  02:00:00,16.1,378.25,0,0,0,0,14.10804936,0.00944509
 11/03  03:00:00,16.1,376.625,0,0,0,0,14.43151137,0.009810476
 11/03  04:00:00,15.6,375.125,0,0,0,0,14.27134915,0.009841455
 11/03  05:00:00,15.6,374,0,0,0,0,14.27186307,0.009831367
 11/03  06:00:00,15,372.75,0,0,0,0,14.30486046,0.010116519
 11/03  07:00:00,15.6,373.875,9.9375,1.75,224,2.625,14.58399688,0.010175926
 11/03  08:00:00,16.1,376.875,57.75,6.875,224,3.5,15.06973794,0.010501506
 11/03  09:00:00,17.8,383.625,118.3125,10.3125,0,0.875,15.71050985,0.010527897
 11/03  10:00:00,19.4,393.875,162.8125,5.625,0,0,16.85739326,0.011218581
 11/03  11:00:00,20,399.875,216.125,21.5,224,0.8749965,17.16945165,0.011348134
 11/03  12:00:00,21.1,397.875,240.5625,91.5,224,2.9166655,17.80081198,0.011671383
 11/03  13:00:00,20.6,401.625,182.8125,105.5,224,4.3749965,17.72499551,0.011784951
 11/03  14:00:00,20.6,405,193.9375,18.0625,0,1.1666655,17.72499551,0.011784951
 11/03  15:00:00,20,402.5,122.1875,2.125,0,0,17.41697233,0.011652364
 11/03  16:00:00,20,401,56.6875,2.3125,0,0,17.41697233,0.011652364
 11/03  17:00:00,19.4,399.125,10.375,0.1875,0,0,16.85828848,0.011207079
 11/03  18:00:00,18.3,394.25,0,0,0,0,16.86953197,0.011666431
 11/03  19:00:00,17.8,391.375,0,0,0,0,17.48082621,0.012610863
 11/03  20:00:00,17.8,391,0,0,0,0,17.48082621,0.012610863
 11/03  21:00:00,17.8,390.375,0,0,0,0,16.72165584,0.011671755
 11/03  22:00:00,15.6,380.625,0,0,0,0,14.58632466,0.010113691
 11/03  23:00:00,15,372.5,0,0,0,0,14.0039333,0.009725238
 11/03  24:00:00,14.4,369.125,0,0,0,0,13.4219482,0.009340691
 11/04  01:00:00,14.4,367.375,0,0,0,0,13.12185452,0.009024817
 11/04  02:00:00,13.3,361.375,0,0,0,0,11.17803793,0.007507356
 11/04  03:00:00,12.8,357.375,0,0,0,0,11.48921934,0.008009428
 11/04  04:00:00,12.2,353.875,0,0,0,0,10.34566003,0.007152976
 11/04  05:00:00,11.7,328.875,0,0,0,0,9.59371151,0.006649371
 11/04  06:00:00,11.1,310.625,0,0,0,0,8.757488195,0.006130047
 11/04  07:00:00,10.6,306.75,11.8125,88.3125,0,0,8.844920827,0.006413086
 11/04  08:00:00,12.2,307.875,48.75,417.1875,0,0,9.278092448,0.006141096
 11/04  09:00:00,12.8,312.75,86.875,554.9375,0,0,9.309940836,0.00591704
 11/04  10:00:00,14.4,318.75,121.125,602.875,0,0,9.723981748,0.005640834
 11/04  11:00:00,14.4,321,152.5625,581.4375,0,0,9.723981748,0.005640834
 11/04  12:00:00,15,320.375,114.0625,693.6875,0,0,10.1159051,0.00575807
 11/04  13:00:00,15,320,101.125,717.5625,0,0,10.34411829,0.005979393
 11/04  14:00:00,14.4,315,80.625,736.375,0,0,10.05807106,0.005957451
 11/04  15:00:00,13.9,310.125,64.1875,632.3125,0,0,9.519411277,0.005665349
 11/04  16:00:00,12.8,306.5,43,409.3125,0,0,9.309940836,0.00591704
 11/04  17:00:00,11.1,300.625,11.25,68.625,0,0,8.75965199,0.006117715
 11/04  18:00:00,10.6,296.75,0,0,0,0,8.574550832,0.006157797
 11/04  19:00:00,10,294.75,0,0,0,0,8.546777105,0.006378945
 11/04  20:00:00,10.6,295.25,0,0,0,0,8.574550832,0.006157797
 11/04  21:00:00,11.7,298.5,0,0,0,0,8.82757078,0.005939935
 11/04  22:00:00,12.2,310,0,0,0,0,6.481133599,0.003723672
 11/04  23:00:00,12.8,322.875,0,0,0,0,6.73343946,0.0036887
 11/04  24:00:00,11.7,315.75,0,0,0,0,6.401420873,0.003861045
 11/05  01:00:00,11.7,318.375,0,0,0,0,6.816670275,0.004210797
 11/05  02:00:00,10,308.375,0,0,0,0,6.554874127,0.004684833
 11/05  03:00:00,10,301.5,0,0,0,0,7.018509385,0.005071967
 11/05  04:00:00,10.6,326.125,0,0,0,0,7.834639721,0.005523456
 11/05  05:00:00,11.1,341.875,0,0,0,0,8.284131951,0.005717809
 11/05  06:00:00,11.1,343.625,0,0,0,0,8.756404906,0.006136231
 11/05  07:00:00,10.6,342.75,8.25,1.25,0,0,8.844113542,0.006419559
 11/05  08:00:00,11.1,343.875,44.8125,4.9375,0,0,9.313658806,0.006639074
 11/05  09:00:00,10.6,343.75,108.8125,5.75,0,0,9.381696515,0.006906372
 11/05  10:00:00,11.1,344.875,170.9375,4.3125,0,0,9.588494537,0.006890797
 11/05  11:00:00,12.2,349.75,222.75,1.8125,0,0,10.34566003,0.007152976
 11/05  12:00:00,12.8,353.875,244.8125,3.0625,0,0,10.6134871,0.007168833
 11/05  13:00:00,13.3,356.25,182.0625,20.6875,0,0,10.87528571,0.007222576
 11/05  14:00:00,12.8,345.125,130.125,88.3125,0,0,10.61157916,0.007183379
 11/05  15:00:00,12.8,342.375,112.4375,46.1875,0,0,10.61157916,0.007183379
 11/05  16:00:00,12.2,338.75,70.625,54.6875,0,0,10.34321014,0.007174748
 11/05  17:00:00,12.2,345.625,10.75,4.375,0,0,10.34321014,0.007174748
 11/05  18:00:00,12.2,352.625,0,0,0,0,10.62861727,0.007454589
 11/05  19:00:00,11.7,351.125,0,0,0,0,10.43301127,0.007473639
 11/05  20:00:00,12.2,345.625,0,0,0,0,10.62861727,0.007454589
 11/05  21:00:00,11.7,337.375,0,0,0,0,10.80059808,0.007825623
 11/05  22:00:00,12.2,335.25,0,0,0,0,10.91154834,0.007735242
 11/05  23:00:00,12.2,346.625,0,0,0,0,10.91154834,0.007735242
 11/05  24:00:00,12.8,354.875,0,0,0,0,11.19707639,0.007765871
 11/06  01:00:00,12.8,356.625,0,0,0,0,11.48588015,0.008058401
 11/06  02:00:00,12.8,357,0,0,0,0,11.48588015,0.008058401
 11/06  03:00:00,12.8,357.625,0,0,0,0,11.8674525,0.008438296
 11/06  04:00:00,12.8,358,0,0,0,0,11.86706094,0.008446909
 11/06  05:00:00,12.2,356.125,0,0,0,0,11.56233232,0.008390423
 11/06  06:00:00,12.2,354.375,0,0,0,0,11.28472055,0.008116232
 11/06  07:00:00,11.7,352.75,9.125,0.1875,0,0,11.07251173,0.00811463
 11/06  08:00:00,12.2,353.25,47.6875,1.125,224,2.3333345,11.28472055,0.008116232
 11/06  09:00:00,12.8,355.875,106.9375,1.9375,224,8.458338,11.48531968,0.008066622
 11/06  10:00:00,12.8,357,144.5,2,0,1.45833345,11.48531968,0.008066622
 11/06  11:00:00,13.9,360.75,183.4375,2.375,224,2.625,12.23839555,0.008377057
 11/06  12:00:00,15,366.75,243,3.3125,0,0.875,13.07183459,0.008792709
 11/06  13:00:00,14.4,367.125,200.125,1.1875,224,10.5,12.81343834,0.00878063
 11/06  14:00:00,13.9,364.75,164.0625,0.8125,0,8.166669,12.63708693,0.008804476
 11/06  15:00:00,13.9,364,128.0625,0.0625,0,0,12.63708693,0.008804476
 11/06  16:00:00,13.3,362.125,41.25,0,0,0,12.35117377,0.008758455
 11/06  17:00:00,12.8,359.125,7.3125,0,0,0,12.14930345,0.00875926
 11/06  18:00:00,12.8,358,0,0,0,0,12.14930345,0.00875926
 11/06  19:00:00,12.8,358,0,0,0,0,12.14930345,0.00875926
 11/06  20:00:00,12.8,358.625,0,0,0,0,12.42997345,0.009045926
 11/06  21:00:00,12.8,359,0,0,0,0,12.42982453,0.009055206
 11/06  22:00:00,13.3,360.875,0,0,0,0,12.92407581,0.009360728
 11/06  23:00:00,13.9,364.5,0,0,0,0,13.51718637,0.009739523
 11/06  24:00:00,13.9,366,0,0,0,0,13.51718637,0.009739523
 11/07  01:00:00,13.9,366,0,0,0,0,13.89999297,0.010162403
 11/07  02:00:00,13.9,366,0,0,0,0,13.89999297,0.010162403
 11/07  03:00:00,14.4,367.875,0,0,0,0,14.01115231,0.010086343
 11/07  04:00:00,13.9,367.125,0,0,0,0,13.51688594,0.009759568
 11/07  05:00:00,12.8,362.25,0,0,0,0,12.79999117,0.009457648
 11/07  06:00:00,13.3,361.25,0,0,0,0,12.92362276,0.009389639
 11/07  07:00:00,12.8,360.75,10.1875,0,224,5.833338,12.79999117,0.009457648
 11/07  08:00:00,12.8,360,44.5625,0.1875,224,5.833338,12.79999117,0.009457648
 11/07  09:00:00,12.8,360,93.75,0.9375,224,2.041669,12.79999117,0.009457648
 11/07  10:00:00,12.8,360,128.8125,1,0,1.7500035,12.79999117,0.009457648
 11/07  11:00:00,13.9,363.75,163.8125,1.1875,0,0,13.51673118,0.009769622
 11/07  12:00:00,13.9,366,245.6875,1.75,0,0,13.51657755,0.009779696
 11/07  13:00:00,13.9,366,248.9375,0.875,224,3.5,13.8999939,0.010204392
 11/07  14:00:00,14.4,367.875,201.5625,0.25,0,3.5,14.01069266,0.010117595
 11/07  15:00:00,13.9,367.125,132.3125,0.9375,0,0,13.5164251,0.009789791
 11/07  16:00:00,13.9,366,65.25,0.8125,0,0,13.5164251,0.009789791
 11/07  17:00:00,13.3,364.125,11.875,0.0625,0,0,13.29999154,0.009807236
 11/07  18:00:00,13.3,362.375,0,0,0,0,12.9233151,0.009409012
 11/07  19:00:00,13.3,362,0,0,0,0,12.92346432,0.009399316
 11/07  20:00:00,13.3,362,0,0,0,0,12.92346432,0.009399316
 11/07  21:00:00,13.3,362,0,0,0,0,12.92346432,0.009399316
 11/07  22:00:00,13.3,362,0,0,0,0,12.92346432,0.009399316
 11/07  23:00:00,13.3,362,0,0,0,0,12.92346432,0.009399316
 11/07  24:00:00,13.3,362.625,0,0,0,0,13.29999425,0.009797123
 11/08  01:00:00,13.9,364.875,0,0,0,0,13.51657755,0.009779696
 11/08  02:00:00,13.9,366,0,0,0,0,13.51657755,0.009779696
 11/08  03:00:00,13.9,366,0,0,0,0,13.51657755,0.009779696
 11/08  04:00:00,13.9,366,0,0,0,0,13.51657755,0.009779696
 11/08  05:00:00,13.9,366,0,0,0,0,13.8999939,0.010193862
 11/08  06:00:00,13.9,366,0,0,0,0,13.51673118,0.009769622
 11/08  07:00:00,13.9,366,17.0625,0.1875,112,1.75,13.51688594,0.009759568
 11/08  08:00:00,14.4,367.875,80.625,0.9375,0,5.25,14.01115231,0.010086343
 11/08  09:00:00,14.4,369,150.5,1,0,0,14.01115231,0.010086343
 11/08  10:00:00,15.6,373.375,211.5625,0.8125,0,0,14.89162112,0.010564223
 11/08  11:00:00,16.1,377.875,238.75,0.25,0,0,15.38150823,0.010913636
 11/08  12:00:00,17.2,383.375,254.8125,1.125,224,5.25,16.1356722,0.01133417
 11/08  13:00:00,17.2,385.375,248.4375,1.75,224,9.9166655,15.80765962,0.010961014
 11/08  14:00:00,16.1,380.625,193.25,1.0625,0,6.1249965,15.06740931,0.010566495
 11/08  15:00:00,16.1,378,136.0625,1,0,0,15.06740931,0.010566495
 11/08  16:00:00,16.1,378,75,0.8125,0,0,15.06740931,0.010566495
 11/08  17:00:00,16.7,380.5,13.9375,0.0625,0,0,15.64986791,0.010985441
 11/08  18:00:00,16.7,382,0,0,0,0,15.65025687,0.010974115
 11/08  19:00:00,16.7,382.625,0,0,0,0,15.96939607,0.011346592
 11/08  20:00:00,16.1,381.125,0,0,0,0,15.794239,0.011403402
 11/08  21:00:00,16.7,381.875,0,0,0,0,15.96913078,0.01135831
 11/08  22:00:00,16.1,380.5,0,0,0,0,15.38096882,0.010936185
 11/08  23:00:00,16.1,379,0,0,0,0,15.38096882,0.010936185
 11/08  24:00:00,16.1,372.75,0,0,0,0,15.38070103,0.010947495
 11/09  01:00:00,16.1,369,0,0,0,0,15.38070103,0.010947495
 11/09  02:00:00,16.1,368.375,0,0,0,0,15.06623379,0.010599293
 11/09  03:00:00,16.1,363,0,0,0,0,15.06545348,0.010621271
 11/09  04:00:00,16.1,371.25,0,0,0,0,14.74742088,0.010261388
 11/09  05:00:00,16.1,355.5,0,0,0,0,14.74690022,0.010272031
 11/09  06:00:00,16.1,364.5,0,0,0,0,14.74690022,0.010272031
 11/09  07:00:00,16.7,380.5,12.8125,0,224,2.0416655,15.32328546,0.0106902
 11/09  08:00:00,17.2,383.25,62.375,0,0,6.1249965,15.47160038,0.01065354
 11/09  09:00:00,17.2,384.625,119.9375,0.1875,0,0,15.80407125,0.011040778
 11/09  10:00:00,15,375.625,124.5,66.375,0,0,13.37738373,0.009236628
 11/09  11:00:00,15,358.75,183.5,309.4375,0,0,13.37738373,0.009236628
 11/09  12:00:00,16.7,347.625,168.625,296.9375,224,9.6250035,13.98767026,0.009203434
 11/09  13:00:00,17.8,346.875,150,463.1875,224,6.416669,13.29951984,0.008018201
 11/09  14:00:00,18.3,349.25,137.6875,476.375,0,3.2083345,13.47826678,0.008002843
 11/09  15:00:00,18.3,351.25,117.8125,289.3125,224,0.2916655,12.82863027,0.007316658
 11/09  16:00:00,16.7,346.375,63.3125,120.5625,44.8,1.5749965,11.97890648,0.007100874
 11/09  17:00:00,16.1,354.25,10.9375,10.125,0,0.7,12.05633047,0.007435343
 11/09  18:00:00,12.2,356,0,0,0,0,10.90200095,0.007871401
 11/09  19:00:00,7.2,334.25,0,0,224,1.166662,5.871706207,0.005402993
 11/09  20:00:00,6.1,318,0,0,224,1.166662,4.05376968,0.004398514
 11/09  21:00:00,5,310.625,0,0,0,0.8749965,2.667486836,0.003792288
 11/09  22:00:00,3.9,288,0,0,0,0,1.238954465,0.003198195
