{ Units, Wavelength Units } SI Microns
{ Thickness } 5.7
{ Conductivity } 1
{ IR Transmittance } TIR=0
{ Emissivity, front back } Emis= 0.8366 0.1466
{ }
{ Ef_Source: Text File }
{ Eb_Source: Text File }
{ IGDB_Checksum: 1639907049 }
{ Product Name: SageGlass(R) 6%T intermediate state on 6mm }
{ Manufacturer: SAGE Electrochromics, Inc. }
{ NFRC ID: 8903 }
{ Type: Coated }
{ Material: N/A }
{ Coating Name: Unknown }
{ Coated Side: Back }
{ Substrate Filename: Unknown }
{ Appearance: unknown }
{ Acceptance: # }
{ Uses:  }
{ Availability:   }
{ Structure:  }
0.300,0.0001,0.0577,0.0838
0.305,0.0001,0.0568,0.0761
0.310,0.0001,0.0565,0.0663
0.315,0.0000,0.0558,0.0553
0.320,0.0000,0.0555,0.0462
0.325,0.0000,0.0557,0.0385
0.330,0.0001,0.0570,0.0335
0.335,0.0006,0.0593,0.0302
0.340,0.0016,0.0618,0.0283
0.345,0.0033,0.0646,0.0269
0.350,0.0060,0.0663,0.0261
0.355,0.0099,0.0636,0.0255
0.360,0.0148,0.0596,0.0238
0.365,0.0204,0.0602,0.0216
0.370,0.0264,0.0636,0.0189
0.375,0.0324,0.0626,0.0146
0.380,0.0390,0.0580,0.0096
0.385,0.0464,0.0561,0.0064
0.390,0.0537,0.0587,0.0043
0.395,0.0607,0.0640,0.0026
0.400,0.0667,0.0674,0.0027
0.405,0.0725,0.0654,0.0043
0.410,0.0778,0.0598,0.0057
0.415,0.0826,0.0553,0.0065
0.420,0.0866,0.0554,0.0076
0.425,0.0899,0.0592,0.0086
0.430,0.0924,0.0633,0.0085
0.435,0.0945,0.0650,0.0074
0.440,0.0968,0.0640,0.0056
0.445,0.0986,0.0611,0.0040
0.450,0.1003,0.0580,0.0029
0.455,0.1015,0.0557,0.0024
0.460,0.1023,0.0544,0.0022
0.465,0.1025,0.0542,0.0024
0.470,0.1022,0.0548,0.0031
0.475,0.1017,0.0552,0.0040
0.480,0.1008,0.0554,0.0050
0.485,0.0997,0.0553,0.0059
0.490,0.0984,0.0548,0.0065
0.495,0.0970,0.0542,0.0068
0.500,0.0956,0.0538,0.0071
0.505,0.0939,0.0534,0.0073
0.510,0.0919,0.0531,0.0074
0.515,0.0896,0.0529,0.0077
0.520,0.0872,0.0526,0.0080
0.525,0.0847,0.0524,0.0081
0.530,0.0820,0.0524,0.0087
0.535,0.0792,0.0523,0.0094
0.540,0.0764,0.0521,0.0100
0.545,0.0734,0.0519,0.0110
0.550,0.0706,0.0513,0.0121
0.555,0.0674,0.0507,0.0133
0.560,0.0644,0.0502,0.0152
0.565,0.0613,0.0498,0.0176
0.570,0.0583,0.0499,0.0204
0.575,0.0554,0.0500,0.0237
0.580,0.0526,0.0505,0.0268
0.585,0.0499,0.0510,0.0298
0.590,0.0474,0.0515,0.0325
0.595,0.0450,0.0520,0.0346
0.600,0.0427,0.0522,0.0358
0.605,0.0406,0.0523,0.0362
0.610,0.0386,0.0522,0.0359
0.615,0.0368,0.0521,0.0350
0.620,0.0350,0.0518,0.0337
0.625,0.0333,0.0516,0.0318
0.630,0.0317,0.0516,0.0297
0.635,0.0303,0.0515,0.0274
0.640,0.0289,0.0515,0.0249
0.645,0.0276,0.0518,0.0222
0.650,0.0263,0.0521,0.0193
0.655,0.0252,0.0527,0.0166
0.660,0.0241,0.0534,0.0137
0.665,0.0230,0.0541,0.0110
0.670,0.0220,0.0551,0.0087
0.675,0.0210,0.0563,0.0067
0.680,0.0200,0.0575,0.0052
0.685,0.0191,0.0588,0.0044
0.690,0.0182,0.0602,0.0043
0.695,0.0174,0.0618,0.0051
0.700,0.0165,0.0635,0.0067
0.705,0.0157,0.0651,0.0095
0.710,0.0150,0.0667,0.0131
0.715,0.0143,0.0683,0.0176
0.720,0.0135,0.0696,0.0230
0.725,0.0129,0.0709,0.0292
0.730,0.0122,0.0724,0.0361
0.735,0.0116,0.0735,0.0436
0.740,0.0109,0.0746,0.0516
0.745,0.0105,0.0756,0.0599
0.750,0.0099,0.0765,0.0688
0.755,0.0094,0.0772,0.0775
0.760,0.0089,0.0779,0.0863
0.765,0.0085,0.0785,0.0948
0.770,0.0080,0.0790,0.1036
0.775,0.0076,0.0795,0.1118
0.780,0.0073,0.0798,0.1197
0.785,0.0069,0.0801,0.1275
0.790,0.0066,0.0804,0.1348
0.795,0.0064,0.0803,0.1410
0.800,0.0061,0.0806,0.1474
0.805,0.0058,0.0806,0.1527
0.810,0.0056,0.0806,0.1573
0.815,0.0054,0.0805,0.1617
0.820,0.0052,0.0805,0.1651
0.825,0.0049,0.0801,0.1678
0.830,0.0049,0.0799,0.1703
0.835,0.0047,0.0796,0.1716
0.840,0.0048,0.0792,0.1722
0.845,0.0048,0.0793,0.1724
0.850,0.0047,0.0789,0.1726
0.855,0.0050,0.0782,0.1708
0.860,0.0050,0.0889,0.1721
0.865,0.0067,0.0832,0.1698
0.870,0.0033,0.0814,0.1680
0.875,0.0035,0.0808,0.1674
0.880,0.0045,0.0787,0.1647
0.885,0.0044,0.0773,0.1586
0.890,0.0022,0.0771,0.1560
0.895,0.0040,0.0770,0.1505
0.900,0.0042,0.0765,0.1455
0.905,0.0031,0.0758,0.1419
0.910,0.0029,0.0755,0.1369
0.915,0.0036,0.0755,0.1324
0.920,0.0036,0.0751,0.1276
0.925,0.0034,0.0748,0.1236
